166.8153283	-47.08807667
166.8159767	-47.088055
166.8166533	-47.08801333
166.8171733	-47.08796667
166.81774	-47.08792167
166.8180233	-47.08771667
166.8187167	-47.087855
166.8190483	-47.08771167
166.8197133	-47.087845
166.8200833	-47.08775167
166.8206517	-47.08784167
166.8211167	-47.08784
166.8215883	-47.08777
166.82205	-47.08774167
166.8226083	-47.08782167
166.8229583	-47.08772667
166.8234533	-47.08775833
166.8240033	-47.0879
166.824335	-47.08778167
166.8247533	-47.08775333
166.8252717	-47.087855
166.82562	-47.08771167
166.825985	-47.08768833
166.8263383	-47.08756833
166.8268817	-47.08767
166.8270917	-47.08751833
166.8274467	-47.0874
166.8278967	-47.08755667
166.8282467	-47.08744833
166.82885	-47.08749
166.8293833	-47.08746333
166.8299267	-47.08749667
166.8304283	-47.08745
166.8309467	-47.08752833
166.8314183	-47.08750667
166.8319583	-47.0875
166.832465	-47.08764333
166.8330117	-47.08768167
166.8334717	-47.08764
166.833985	-47.08771667
166.8342967	-47.08766167
166.8347883	-47.08770667
166.835105	-47.08782167
166.8355267	-47.087815
166.8359267	-47.08785
166.8362817	-47.087935
166.836715	-47.08796667
166.8370567	-47.08798
166.837405	-47.08801167
166.8377183	-47.08806833
166.8380933	-47.08820167
166.8384117	-47.08815
166.8387683	-47.08815667
166.83908	-47.08821667
166.839455	-47.08830833
166.8397733	-47.08829667
166.8400633	-47.08831
166.8405967	-47.08811833
166.8406633	-47.08837
166.840985	-47.08828167
166.8412467	-47.08842333
166.8415133	-47.08855333
166.841815	-47.08861333
166.8419783	-47.08873833
166.8423783	-47.08878167
166.8427383	-47.08891833
166.84305	-47.08905167
166.8436467	-47.08902167
166.8440283	-47.08905167
166.84443	-47.089145
166.844855	-47.08932167
166.8453633	-47.08925
166.8455733	-47.08928
166.8461517	-47.08929667
166.8464467	-47.08949833
166.84672	-47.08947333
166.8471817	-47.08943333
166.8476317	-47.08941333
166.8481033	-47.0894
166.848535	-47.08937333
166.8490667	-47.08934167
166.8495067	-47.089335
166.85001	-47.0893
166.85055	-47.08945333
166.8510317	-47.08958167
166.8514233	-47.08931833
166.8518917	-47.08937
166.85367	-47.08508167
166.8541833	-47.08493333
166.8545667	-47.08525
166.8550217	-47.08522333
166.8554567	-47.08526333
166.8558967	-47.085265
166.856335	-47.08534667
166.856735	-47.08530667
166.8571467	-47.08545167
166.8575567	-47.08541667
166.8579333	-47.08546167
166.8584167	-47.08537667
166.8588433	-47.08543333
166.8593417	-47.08546833
166.85976	-47.08558
166.860155	-47.08563833
166.86068	-47.08569667
166.861185	-47.08566833
166.8616133	-47.08567333
166.8621167	-47.08569333
166.8627717	-47.08567333
166.8633767	-47.08562
166.863925	-47.08564167
166.8645083	-47.08562667
166.8648567	-47.085665
166.865435	-47.085605
166.8659367	-47.08559833
166.86665	-47.08566333
166.8669033	-47.085605
166.8673783	-47.08556167
166.8677683	-47.085515
166.8681933	-47.08542333
166.86867	-47.08545167
166.869035	-47.08545167
166.8696267	-47.08529333
166.870105	-47.0853
166.8705433	-47.085365
166.8709883	-47.08548167
166.8714083	-47.08550833
166.8720033	-47.08557
166.872525	-47.08559667
166.8730717	-47.08564667
166.8735133	-47.08563333
166.8740267	-47.08564667
166.8745817	-47.08568667
166.8754617	-47.08573667
166.8850317	-47.07986
166.8979133	-47.071565
166.89933	-47.07033667
166.907445	-47.06296333
166.917295	-47.049475
166.92865	-47.03749667
166.9353733	-47.02744333
166.93816	-47.01799
166.9489967	-47.00851667
166.9494383	-47.00844833
166.9498417	-47.008455
166.9503383	-47.00843
166.961005	-47.00053667
166.97087	-46.989635
166.9791117	-46.97803833
166.9844817	-46.968075
166.9833083	-46.96829833
166.9818683	-46.96750833
166.9931917	-46.95748
167.0036583	-46.947
167.01443	-46.93515167
167.0262067	-46.92427167
167.0399683	-46.912455
167.0515783	-46.902655
167.05855	-46.89115833
167.0640683	-46.88045833
167.076045	-46.867755
167.0849967	-46.85703833
167.0817517	-46.85683167
167.0835017	-46.85491667
167.092415	-46.84336167
167.1017383	-46.83207
167.1133317	-46.81957333
167.1261417	-46.80980667
167.1369917	-46.79661667
167.1461883	-46.78424167
167.15878	-46.76827333
167.1804783	-46.75256
167.20027	-46.74251833
167.2250117	-46.758085
167.2300267	-46.77309667
167.2365833	-46.78441
167.2479883	-46.79879833
167.261605	-46.81183
167.272125	-46.82229833
167.2937017	-46.81423833
167.314595	-46.80557833
167.3223217	-46.82219833
167.33016	-46.83960167
167.3372283	-46.85862833
167.33719	-46.87466
167.336705	-46.88914667
167.335825	-46.903495
167.3409983	-46.92128667
167.3463017	-46.92387167
167.3641933	-46.91900167
167.38195	-46.90663
167.3961283	-46.89446667
167.41712	-46.89541833
167.4215733	-46.91309
167.4218833	-46.92450833
167.4260367	-46.93662333
167.4314567	-46.95176667
167.4461967	-46.96347333
167.4560733	-46.97379167
167.46222	-46.98800167
167.47217	-47.00565333
167.47697	-47.02072
167.4786283	-47.03645667
167.48396	-47.05452167
167.48894	-47.06999667
167.4939083	-47.08907833
167.498245	-47.10310667
167.500765	-47.11977
167.5032917	-47.13322833
167.5059083	-47.14629833
167.5102533	-47.16113
167.511195	-47.1766
167.51001	-47.19385667
167.507515	-47.19718167
167.5027317	-47.197715
167.4927667	-47.19789667
167.4851733	-47.20423167
167.4768683	-47.21003
167.4679767	-47.213525
167.4594867	-47.21659
167.454475	-47.22413333
167.4479167	-47.23424
167.44758	-47.24327
167.4436767	-47.25736667
167.44386	-47.26960333
167.4477667	-47.288865
167.45217	-47.30310167
167.4528267	-47.30331167
167.4645583	-47.30308333
167.488635	-47.297185
167.4934867	-47.296575
167.5221783	-47.29328833
167.5597383	-47.29286833
167.6013717	-47.281735
167.6294733	-47.27694833
167.655935	-47.272445
167.687175	-47.26283667
167.7237767	-47.256615
167.757725	-47.24217167
167.788015	-47.22608
167.823385	-47.21081333
167.8553433	-47.19612667
167.9219367	-47.17473667
167.9542017	-47.16339833
167.97093	-47.15377167
167.9961117	-47.14835333
168.0212917	-47.139785
168.048895	-47.13501167
168.0783717	-47.131515
168.108315	-47.127825
168.135505	-47.12686333
168.1583167	-47.12984
168.186305	-47.12583833
168.21119	-47.12503667
168.2332967	-47.11693
168.2410433	-47.10593
168.252805	-47.09175
168.251475	-47.07575167
168.253305	-47.0606
168.2643833	-47.05020333
168.258675	-47.03817833
168.2755783	-47.02649833
168.2758683	-47.027305
168.2762233	-47.02711833
168.2781067	-47.026635
168.2755067	-47.02727
168.2791	-47.02526833
168.278585	-47.01725833
168.285895	-47.00106667
168.297705	-46.98873
168.3172983	-46.974885
168.3360317	-46.957125
168.3407167	-46.94616667
168.3425283	-46.941795
168.3436683	-46.94019
168.3371017	-46.94025833
168.345785	-46.934145
168.3507217	-46.91649167
168.3469967	-46.90686833
168.33934	-46.89694
168.3273433	-46.89918167
168.3148017	-46.89723667
168.3059717	-46.89770667
168.305845	-46.88826833
168.3008983	-46.87314
168.3016967	-46.86152667
168.2965067	-46.852555
168.291505	-46.85285167
168.2880883	-46.852445
168.28653	-46.84425667
168.2886383	-46.83126333
168.2842017	-46.82871333
168.28127	-46.828135
168.2772017	-46.82316167
168.274885	-46.81722833
168.2840683	-46.80429167
168.2915767	-46.789265
168.3026683	-46.77223833
168.312805	-46.75956167
168.3311533	-46.748785
168.337245	-46.74348
168.3507883	-46.738635
168.370265	-46.73249
168.383945	-46.72636667
168.3836483	-46.72602333
168.40085	-46.73024167
168.4300417	-46.725525
168.4504533	-46.73835833
168.470295	-46.74814667
168.4717583	-46.76661833
168.4637683	-46.77633667
168.4619467	-46.79386
168.4735917	-46.79858333
168.4747483	-46.80164333
168.4936083	-46.819905
168.521605	-46.82277667
168.556385	-46.81405833
168.5917933	-46.80568667
168.6250233	-46.79813333
168.645125	-46.79629833
168.6787983	-46.79185667
168.681935	-46.799025
168.6834583	-46.79748
168.682415	-46.796425
168.6820983	-46.796555
168.682595	-46.797035
168.6875583	-46.79168667
168.7059417	-46.77594667
168.7264333	-46.75988333
168.7454983	-46.74769167
168.7785033	-46.72766667
168.8061883	-46.710785
168.8408033	-46.69977667
168.8777717	-46.69629
168.911965	-46.69172
168.9443083	-46.68670333
168.94756	-46.68896167
168.9850867	-46.68484833
